index,userid,Unnamed: 0,variant,main_verb,determiner,noun,gerund,participle,latitude,longitude
973,5491184,52137,Y needs X to be Ved,need,the,eshop,,updated,53.4807593,-2.2426305
974,4391477,62874,Y needs X to be Ved,need,the,stars,,aligned,53.4807593,-2.2426305
975,2461809,27638,Y needs X Ving,need,the,earth,moving,,53.43300316324068,-1.366867073271774
976,2461809,27578,Y needs X Ving,need,the,earth,moving,,53.43300316324068,-1.366867073271774
977,3962794,37016,Y needs X to be Ved,wanted,the,-(-3),,evaluated,52.772571,-1.2052126
978,2401874,9207,Y needs X Ving,wanted,the,locks,changing,,53.8007554,-1.5490774
979,2401874,9207,Y needs X Ving,wanted,the,locks,changing,,53.8108176,-1.7626099999999998
980,3736862,47771,Y needs X Ved,wanted,the,state,,defeated,51.815606,-0.8084
981,1147823,106919,Y needs X to be Ved,want,the,act,,amended,55.858302128951905,-4.241751039861819
982,2527566,11153,Y needs X Ved,want,the,snow,,cleared,51.5288075,-3.2185444
983,439772,52541,Y needs X Ving,want,the,event,recording,,54.840346,-1.337517
984,2581913,77120,Y needs X Ved,need,the,card,,refunded,54.663261,-3.367985
985,6325350,89032,Y needs X Ved,wants,the,signings,,done,51.481581,-3.17909
986,6431129,32209,Y needs X Ving,need,the,bulldozers,pulling,,52.89844599999999,-1.269778
987,5373658,53121,Y needs X to be Ved,wants,the,nhs,,destroyed,53.41987815404958,-2.915426562244173
988,2304548,22563,Y needs X to be Ved,want,the,website,,closed,53.4807593,-2.2426305
989,1144421,55344,Y needs X Ved,wants,the,narrative,,changed,51.4414579,-0.0117006
990,2989327,73709,Y needs X Ved,want,the,border,,sorted,56.0018775,-3.7839131
991,372699,15895,Y needs X Ving,want,the,job,doing,,53.81750529999999,-3.0356748
992,1401838,65963,Y needs X Ved,wanted,the,championship,,finished,51.56881509428311,0.265758906460263
993,2029635,53014,Y needs X to be Ved,want,the,chance,,featured,51.5073509,-0.12775830000000002
994,1085255,22043,Y needs X Ving,need,the,shit,kicking,,53.4807593,-2.2426305
995,2020059,15813,Y needs X Ving,need,the,twitter,taking,,56.130163,-3.306033
996,3775602,53827,Y needs X Ving,want,the,police,seeing,,53.40837140000001,-2.9915726
997,2399038,53059,Y needs X Ving,want,the,fields,looking,,51.71832068258051,-0.055730592889457004
998,2669482,65270,Y needs X Ved,wanted,the,player,,sacked,53.456952157913115,-2.233479566883483
999,3991011,82991,Y needs X Ving,need,the,rules,changing,,52.282316,-1.584927
1000,3723989,68120,Y needs X Ving,want,the,service,reforming,,52.49396616659272,-1.890640074770749
1001,2303966,26990,Y needs X Ved,wants,the,same,,enforced,54.06800465042361,-2.775131059633978
1002,2303966,27150,Y needs X Ved,want,the,nhs,,included,54.06800465042361,-2.775131059633978
1003,3918864,68498,Y needs X Ving,need,the,lies,exposing,,52.60951116503281,-2.019301073183741
1004,3918864,72356,Y needs X Ved,need,the,shackles,,taken,52.60951116503281,-2.019301073183741
1005,601642,75244,Y needs X Ving,deserves,the,permanent,starting,,55.953252,-3.188267
1006,878142,90888,Y needs X Ved,want,the,cunt,,sacked,53.4807593,-2.2426305
1007,3888192,7545,Y needs X Ving,need,the,students,dropping,,52.44586367162215,-1.092320580921263
1008,4198618,11029,Y needs X Ved,deserve,the,same,,done,51.5073509,-0.12775830000000002
1009,6531827,26029,Y needs X Ving,need,the,more,attacking,,54.97825200000001,-1.61778
1010,3636477,77867,Y needs X Ving,want,the,glass,looking,,50.9097004,-1.4043508999999998
1011,3071648,22233,Y needs X Ving,wanted,the,biggest,signing,,52.583268175481,-0.26565758630012604
1012,1351096,9104,Y needs X to be Ved,want,the,game,,taken,51.3147593,-0.5599501
1013,545730,6952,Y needs X to be Ved,want,the,economy,,destroyed,52.486243,-1.890401
1014,2333417,65835,Y needs X Ved,need,the,roads,,cleared,55.864237,-4.251806
1015,1175591,111884,Y needs X Ving,need,the,family,sharing,,51.5742447,0.4856781
1016,2312523,59771,Y needs X Ving,need,the,wireless,charging,,55.82091512964684,-4.172645540516426
1017,3307791,49820,Y needs X Ved,needs,the,animal,,taken,52.7373819,-1.5314709999999998
1018,4146801,56487,Y needs X Ving,need,the,screeching,following,,52.056736,1.14822
1019,3655107,67969,Y needs X to be Ved,want,the,year,,done,53.4807593,-2.2426305
1020,3815072,18109,Y needs X to be Ved,want,the,report,,released,51.5073509,-0.12775830000000002
1021,2599831,51927,Y needs X Ving,need,the,unedited,recording,,51.40812018018658,-0.8415080887086679
1022,1317034,15983,Y needs X Ving,wanted,the,tooth,pulling,,53.258663,-2.119287
1023,5391569,59959,Y needs X Ving,want,the,germans,doing,,52.449845,-2.050526
1024,5391569,63237,Y needs X Ved,want,the,money,,spent,52.449845,-2.050526
1025,6395844,66186,Y needs X to be Ved,need,the,inspectors,,allowed,51.5073509,-0.12775830000000002
1026,6395844,66186,Y needs X to be Ved,need,the,inspectors,,allowed,51.3888898,-0.1403317
1027,6395844,66186,Y needs X to be Ved,need,the,inspectors,,allowed,53.4264481,-6.2499098
1028,6545520,49821,Y needs X Ved,want,the,driver,,removed,51.53706068160327,-0.442360590993892
1029,5743328,101091,Y needs X Ving,need,the,league,placing,,51.46468568422318,-0.070603094239376
1030,6299274,8580,Y needs X Ved,deserved,the,win,,played,51.656489,-0.39032
1031,1951826,93297,Y needs X Ving,deserve,the,arse,kicking,,51.5073509,-0.12775830000000002
1032,1016743,94884,Y needs X Ving,want,the,bailiffs,knocking,,52.4750743,-1.8298330000000005
1033,2254855,23860,Y needs X Ved,want,the,game,,called,56.114073,-3.791896
1034,2655218,21864,Y needs X Ving,want,the,peedos,touching,,53.034152,-1.20289
1035,4992651,23590,Y needs X Ved,need,the,order,,cancelled,51.481581,-3.17909
1036,3709401,46035,Y needs X Ved,want,the,original,,spoiled,55.900708,-3.518068
1037,4757805,72856,Y needs X Ving,want,the,job,driving,,53.4807593,-2.2426305
1038,316152,57421,Y needs X Ved,want,the,patient,,reviewed,51.8642112,-2.2380335
1039,3031727,43846,Y needs X Ving,wanted,the,sleek,looking,,52.13747317740607,-0.459366087417438
1040,4821972,20305,Y needs X Ved,want,the,situation,,sorted,50.3754565,-4.1426565
1041,5927008,761,Y needs X Ved,wanted,the,fit,,photographed,51.6118841824191,-0.21089409232239895
1042,5056664,38293,Y needs X Ving,need,the,same,doing,,53.381129,-1.470085
1043,5056664,38293,Y needs X Ving,need,the,same,doing,,53.55263000000001,-1.479726
1044,1897403,48564,Y needs X Ving,needs,the,brakes,looking,,53.568935,-2.885057
1045,1897403,48574,Y needs X Ving,needs,the,breaks,looking,,53.568935,-2.885057
1046,1897403,48559,Y needs X Ving,needs,the,brakes,looking,,53.568935,-2.885057
1047,4984853,6681,Y needs X Ving,want,the,more,rewarding,,51.79587779724052,-3.483008522165872
1048,5434749,69931,Y needs X Ving,needed,the,odmobile,looking,,53.865153,-1.684203
1049,5023628,4498,Y needs X Ving,needed,the,metaphorical,sectioning,,53.34331261465831,-9.10650402195976
1050,2251053,107722,Y needs X Ving,needs,the,same,doing,,51.461741682642895,-0.350692092122028
1051,5659836,6712,Y needs X to be Ved,want,the,day,,done,51.51475168258629,-0.29742959222277804
1052,2130035,6087,Y needs X to be Ved,need,the,tickets,,released,52.45689100000001,-2.148731
1053,5535950,75531,Y needs X Ving,need,the,little,adding,,52.2429228,0.7104931999999999
1054,6592181,11874,Y needs X Ved,deserves,the,recognition,,earned,52.194917666745965,-2.211869574098128
1055,1252564,50776,Y needs X Ving,need,the,staff,training,,51.5073509,-0.12775830000000002
1056,1887097,52425,Y needs X Ving,needs,the,perfect,finishing,,53.47870666264555,-1.414492072664684
1057,1887097,52468,Y needs X Ving,needs,the,perfect,finishing,,53.47870666264555,-1.414492072664684
1058,1887097,52344,Y needs X Ving,needs,the,perfect,finishing,,53.47870666264555,-1.414492072664684
1059,4629396,31032,Y needs X Ving,need,the,political,backing,,55.864237,-4.251806
1060,1307388,45446,Y needs X Ving,want,the,rags,ousting,,53.4807593,-2.2426305
1061,1307388,45337,Y needs X Ving,want,the,rags,ousting,,53.4807593,-2.2426305
1062,1612973,47293,Y needs X Ved,wants,the,season,,done,53.381129,-1.470085
1063,1179097,29812,Y needs X to be Ved,need,the,electorate,,reminded,53.469850153162156,-3.0044555613404573
1064,5803798,18513,Y needs X Ving,need,the,paint,correcting,,52.5694985,-0.2405299
1065,6004178,21015,Y needs X Ved,needed,the,nearly,,finished,51.800475,-4.971319
1066,4904064,54889,Y needs X Ved,need,the,corner,,cleared,54.9966124,-7.308574799999999
1067,3022960,65101,Y needs X Ving,needed,the,additional,seating,,51.4402241859659,0.20662940349791
1068,3848722,27150,Y needs X Ving,want,the,trophy,sending,,53.5450645,-2.6325074
1069,3852406,12020,Y needs X Ving,deserved,the,cheese,slapping,,54.98487465139196,-1.571073062923918
1070,760761,39077,Y needs X Ving,want,the,fees,reducing,,53.235048,-1.421629
1071,1799053,41266,Y needs X Ved,wants,the,swamp,,drained,51.5073509,-0.12775830000000002
1072,1170678,8501,Y needs X to be Ved,want,the,stands,,named,51.396821,-0.0730589
1073,347247,55756,Y needs X Ving,want,the,same,doing,,54.77525,-1.584852
1074,347247,55718,Y needs X Ving,wants,the,same,doing,,54.77525,-1.584852
1075,639278,59397,Y needs X Ving,need,the,wealth,creating,,52.4750743,-1.8298330000000005
1076,2864811,30111,Y needs X Ving,want,the,theif,sorting,,53.249855164070084,-1.439097073790054
1077,467040,68632,Y needs X Ved,want,the,process,,explained,51.5337632,-0.104995
1078,1127363,33184,Y needs X Ving,want,the,aussies,trying,,53.723466,-1.345968
1079,2743121,62901,Y needs X to be Ved,deserve,the,right,,checked,51.595172,-0.378002
1080,4064640,19493,Y needs X Ving,need,the,fairytale,ending,,54.5704551,-1.3289821000000002
1081,301795,44496,Y needs X Ving,want,the,kids,seeing,,51.41604,-0.75398
1082,239287,101909,Y needs X to be Ved,want,the,govt,,selected,52.1386394,-0.4667782
1083,4872511,45706,Y needs X Ving,want,the,show,recording,,53.41987815404958,-2.915426562244173
1084,802140,101768,Y needs X Ved,wants,the,wab,,rushed,53.783524,-1.067189
1085,5829819,4753,Y needs X to be Ved,want,the,nhs,,destroyed,53.40837140000001,-2.9915726
1086,4862798,68345,Y needs X Ving,needs,the,judges,investigating,,53.54286515802092,-2.116869067235112
1087,4862798,68516,Y needs X Ving,needs,the,judges,investigating,,53.54286515802092,-2.116869067235112
1088,3609824,75732,Y needs X Ving,want,the,hand,painting,,52.23885367426037,-0.88295058366099
1089,4377104,9935,Y needs X Ving,needs,the,stain,removing,,51.0576948,-1.3080629
1090,6331396,34287,Y needs X Ved,want,the,tweet,,translated,51.504286,-3.576945
1091,3017417,41867,Y needs X Ving,want,the,self,serving,,51.216025194063214,1.3792348931130192
1092,4064092,16030,Y needs X Ving,want,the,public,starting,,51.5073509,-0.12775830000000002
1093,758943,48962,Y needs X Ving,want,the,macdonalds,playing,,52.1386394,-0.4667782
1094,3303826,9126,Y needs X Ving,deserve,the,same,doing,,52.71523265985364,-2.762109067230733
1095,4582692,122631,Y needs X Ving,need,the,colour,restoring,,52.586973,-2.12882
1096,2111659,78378,Y needs X to be Ved,want,the,takeover,,finished,54.697721,-1.58552
1097,986727,69356,Y needs X to be Ved,want,the,date,,delayed,57.477773,-4.224721
1098,1924840,27253,Y needs X Ving,need,the,new,rolling,,51.5073509,-0.12775830000000002
1099,5274346,107703,Y needs X Ving,deserve,the,respect,considering,,55.932291000000006,-4.679807
1100,5674935,56580,Y needs X to be Ved,want,the,sea,,filled,54.89924215308821,-1.385365564733161
1101,3601418,7853,Y needs X Ving,wanted,the,games,kicking,,53.40837140000001,-2.9915726
1102,3601418,7853,Y needs X Ving,wanted,the,games,kicking,,53.3727181,-3.073754
1103,3601418,8161,Y needs X Ving,wanted,the,games,kicking,,53.40837140000001,-2.9915726
1104,3601418,8161,Y needs X Ving,wanted,the,games,kicking,,53.3727181,-3.073754
1105,1233855,92823,Y needs X Ved,needed,the,rules,,explained,51.45252367906998,-0.9820300873965708
1106,1561852,70702,Y needs X Ved,need,the,public,,distracted,53.57372366436882,-1.012009575053318
1107,3395878,15944,Y needs X Ved,need,the,plot,,explained,50.9280143,-0.4617075
1108,6046353,71665,Y needs X Ving,want,the,slides,following,,50.82253,-0.137163
1109,702601,72331,Y needs X Ving,need,the,team,playing,,53.591359,-2.852196
1110,389536,74486,Y needs X to be Ved,want,the,referendum,,honoured,51.5073509,-0.12775830000000002
1111,197382,26912,Y needs X Ving,needs,the,shit,kicking,,53.4875235,-2.2901264
1112,4388861,94200,Y needs X Ving,need,the,club,training,,50.719164,-1.880769
1113,156675,25177,Y needs X Ving,wants,the,spacing,sorting,,51.5073509,-0.12775830000000002
1114,2060888,18580,Y needs X Ving,want,the,happy,ending,,51.50378618328007,-0.189189593109732
1115,5868318,47744,Y needs X to be Ved,want,the,team,,punished,52.63687779999999,-1.1397592
1116,2223814,78075,Y needs X to be Ved,wants,the,prize,,sent,51.73989268546981,0.478479403152894
1117,481975,79192,Y needs X to be Ved,need,the,darkness,,seen,51.507187851899474,-0.148909333254632
1118,1991839,11476,Y needs X to be Ved,need,the,#holidayprovosionbill,,passed,51.5465063,-0.1058058
1119,1991839,11799,Y needs X to be Ved,need,the,#holidayprovosionbill,,passed,51.5465063,-0.1058058
1120,5290739,22208,Y needs X Ving,want,the,full,spending,,52.5454549,-1.37667
1121,3704283,85982,Y needs X to be Ved,want,the,#royalbaby,,called,51.5073509,-0.12775830000000002
1122,2115574,31118,Y needs X Ving,need,the,police,focusing,,51.5073509,-0.12775830000000002
1123,1811066,47886,Y needs X Ved,wants,the,nhs,,finished,51.38544518372361,-0.252753593305613
1124,1811066,50245,Y needs X Ved,want,the,wa,,passed,51.38544518372361,-0.252753593305613
1125,4829034,16862,Y needs X Ved,wanted,the,game,,stopped,52.6695629,-0.726625
1126,996359,18239,Y needs X Ving,want,the,noise,raising,,53.383164163093134,-1.449611572954178
1127,3041810,45551,Y needs X Ved,want,the,basics,,done,53.763201,-2.70309
1128,2833831,68333,Y needs X Ved,want,the,countryside,,destroyed,51.40810669011702,0.904374897933035
1129,5595168,36898,Y needs X Ved,want,the,nhs,,taken,52.00202167704885,-0.681479586524754
1130,4395952,57487,Y needs X Ving,deserves,the,bollock,kicking,,52.027411,-1.143152
1131,1615201,21678,Y needs X Ving,need,the,attack,firing,,51.5073509,-0.12775830000000002
1132,825390,44733,Y needs X to be Ved,want,the,curriculum,,debated,53.4575955,-2.1578377
1133,825390,44758,Y needs X to be Ved,want,the,curriculum,,debated,53.4575955,-2.1578377
1134,825390,44895,Y needs X to be Ved,want,the,curriculum,,debated,53.4575955,-2.1578377
1135,825390,44995,Y needs X to be Ved,want,the,curriculum,,debated,53.4575955,-2.1578377
1136,4732953,89445,Y needs X Ved,need,the,truth,,presented,53.2326344,-2.6103158
1137,5340710,78446,Y needs X Ved,needs,the,battery,,replaced,55.953252,-3.188267
1138,3490092,78940,Y needs X Ving,needs,the,right,coaching,,51.903862625520325,-9.033306029107486
1139,6022635,82521,Y needs X to be Ved,deserve,the,opportunity,,consulted,53.358258154695136,-2.8793300628400806
1140,2465914,4353,Y needs X Ved,want,the,details,,sent,51.5073509,-0.12775830000000002
1141,2465914,4283,Y needs X Ved,want,the,details,,sent,51.5073509,-0.12775830000000002
1142,6292092,12035,Y needs X Ving,need,the,rest,doing,,53.249855164070084,-1.439097073790054
1143,1318978,37149,Y needs X Ving,want,the,whole,driving,,53.40837140000001,-2.9915726
1144,2117936,53163,Y needs X Ving,deserve,the,cake,celebrating,,51.461741682642895,-0.350692092122028
1145,3347477,90562,Y needs X Ved,wanted,the,limelight,,wanted,50.7053134,-3.0718734
1146,643984,98858,Y needs X Ving,needs,the,head,looking,,54.881607652980364,-1.423628564562613
1147,643984,98966,Y needs X Ving,need,the,heads,looking,,54.881607652980364,-1.423628564562613
1148,5274606,5404,Y needs X Ving,needs,the,screen,replacing,,51.457876669614194,-2.585389575449031
1149,5625642,21110,Y needs X Ved,want,the,job,,done,51.05180516270643,-4.196680065968072
1150,1020318,60854,Y needs X Ving,want,the,winter,opening,,52.99776762905172,-7.332833534667933
1151,771479,26540,Y needs X Ving,need,the,sign,updating,,51.90230118055344,-0.190951090800057
1152,1563711,52439,Y needs X Ved,need,the,boys,,fired,51.8993855,-2.0782533
1153,5268082,30152,Y needs X Ving,want,the,long,matching,,52.486243,-1.890401
1154,5268082,30152,Y needs X Ving,want,the,long,matching,,52.486243,-1.890401
1155,5345238,23374,Y needs X Ving,needs,the,emotion,taking,,53.63344265314368,-2.8214695617237253
1156,3192077,84829,Y needs X Ved,deserve,the,win,,played,52.486243,-1.890401
1157,3192077,84837,Y needs X Ved,deserve,the,win,,played,52.486243,-1.890401
1158,2317033,362,Y needs X Ved,need,the,threads,,tied,53.19765089168032,-2.276052251292812
1159,3494250,86199,Y needs X Ving,need,the,rules,explaining,,51.5073509,-0.12775830000000002
1160,181916,19658,Y needs X Ving,wanted,the,guys,looking,,51.5073509,-0.12775830000000002
1161,4249863,86558,Y needs X Ved,wants,the,deal,,done,51.35893068481797,-0.092632594680242
1162,216591,9484,Y needs X Ved,want,the,stadium,,filled,54.97825200000001,-1.61778
1163,3698556,93666,Y needs X Ving,want,the,woman,raising,,51.5073509,-0.12775830000000002
1164,3698556,92985,Y needs X to be Ved,wanted,the,woman,,ridiculed,51.5073509,-0.12775830000000002
1165,5595226,1988,Y needs X to be Ved,want,the,club,,respected,53.34980529999999,-6.260309700000001
1166,4474154,3649,Y needs X Ving,want,the,team,representing,,53.22739,-4.129263
1167,4474154,3465,Y needs X Ving,want,the,team,representing,,53.22739,-4.129263
1168,4734417,86271,Y needs X Ving,deserve,the,most,caring,,56.0097152,-3.7227698
1169,4268399,37242,Y needs X Ved,want,the,school,,painted,51.58498968425536,0.07886340531342599
1170,4144190,52370,Y needs X Ved,want,the,law,,changed,54.5272206567936,-1.190211068271004
1171,557689,49478,Y needs X to be Ved,deserves,the,opportunity,,backed,55.03677760000001,-1.4338084999999998
1172,2813779,19132,Y needs X Ving,deserves,the,fairytale,ending,,51.628611,-0.748229
1173,4287220,39041,Y needs X Ved,want,the,clippers,,interested,51.6434193,0.079493
